"","form","lemma"
"85105","andstald","andstald"
"85106","ahmins","ahma"
"85107","Xristaus","Xristus"
"85108","Iesuis","Iesus"
"85109","bi","bi"
"85110","usbeisnai","usbeisns"
"85111","jah","jah"
"85112","wenai","wens"
"85113","meinaim","meins"
"85114","meinaim","meins"
"85115","meinaim","meins"
"85116","unte","unte"
"85117","ni","ni"
"85118","in","in"
"85119","gaaiwiskoşs","ga-aiwiskon"
"85120","wairşa","wairşs"
"85121","wairşa","wairşs"
"85122","wairşa","wairşs"
"85123","wairşa","wairşs"
"85124","wairşa","wairşs"
"85125","wairşa","wairşan"
"85126","ak","ak"
"85127","in","in"
"85128","allai","alls"
"85129","allai","alls"
"85130","trauainai","trauains"
"85131","swe","swe"
"85132","sinteino","sinteins"
"85133","sinteino","sinteins"
"85134","sinteino","sinteino"
"85135","sinteino","sinteins"
"85136","jah","jah"
"85137","nu","nu"
"85138","nu","nu"
"85139","mikiljada","mikiljan"
"85140","mikiljada","mikiljan"
"85141","Xristus","Xristus"
"85142","in","in"
"85143","leika","leik"
"85144","leika","leik"
"85145","leika","leik"
"85146","leika","leikan"
"85147","meinamma","meins"
"85148","meinamma","meins"
"85149","jaşşe","jaşşe"
"85150","şairh","şairh"
"85151","libain","libains"
"85152","jaşşe","jaşşe"
"85153","şairh","şairh"
"85154","dauşu","dauşus"
"85155","dauşu","dauşus"
"85156","aşşan","aşşan"
"85157","mis","ik"
"85158","liban","liban"
"85159","Xristus","Xristus"
"85160","ist","wisan"
"85161","jah","jah"
"85162","gaswiltan","ga-swiltan"
"85163","gawaurki","gawaurki"
"85164","gawaurki","gawaurki"
"85165","iş","iş"
"85166","jabai","jabai"
"85167","liban","liban"
"85168","in","in"
"85169","leika","leik"
"85170","leika","leikan"
"85171","leika","leik"
"85172","leika","leik"
"85173","şata","sa"
"85174","şata","sa"
"85175","mis","ik"
"85176","akran","akran"
"85177","akran","akran"
"85178","waurstwis","waurstw"
"85179","ist","wisan"
"85180","jah","jah"
"85181","<U+0195>aşar","<U+0195>aşar"
"85182","<U+0195>aşar","<U+0195>aşar"
"85183","<U+0195>aşar","<U+0195>aşar"
"85184","waljau","waljan"
"85185","ni","ni"
"85186","kann","kunnan"
"85187","kann","kunnan"
"85188","aşşan","aşşan"
"85189","dishabaişs","dis-haban"
"85190","im","wisan"
"85191","us","us"
"85192","şaim","sa"
"85193","şaim","sa"
"85194","şaim","sa"
"85195","twaim","twai"
"85196","twaim","twai"
"85197","twaim","twai"
"85198","şanuh","şanuh"
"85199","şanuh","sah"
"85200","şanuh","şanuh"
"85201","lustu","lustus"
"85202","lustu","lustus"
"85203","habands","haban"
"85204","andletnan","and-letnan"
"85205","jah","jah"
"85206","miş","miş"
"85207","Xristau","Xristus"
"85208","wisan","wisan"
"85209","wisan","wisan"
"85210","wisan","wisan"
"85211","wisan","wisan"
"85212","wisan","wisan"
"85213","wisan","wisan"
"85214","wisan","wisan"
"85215","und","und"
"85216","filu","filu"
"85217","mais","mais"
"85218","batizo","batiza"
"85219","ist","wisan"
"85220","aşşan","aşşan"
"85221","du","du"
"85222","du","du"
"85223","du","du"
"85224","wisan","wisan"
"85225","wisan","wisan"
"85226","wisan","wisan"
"85227","wisan","wisan"
"85228","wisan","wisan"
"85229","wisan","wisan"
"85230","wisan","wisan"
"85231","in","in"
"85232","leika","leik"
"85233","leika","leik"
"85234","leika","leik"
"85235","leika","leikan"
"85236","şaurftozo","şaurfts"
"85237","şaurftozo","şaurfts"
"85238","in","in"
"85239","izwara","şu"
"85240","izwara","izwar"
"85241","izwara","izwar"
"85242","izwara","izwar"
"85243","izwara","izwar"
"85244","jah","jah"
"85245","şata","sa"
"85246","şata","sa"
"85247","triggwaba","triggws"
"85248","wait","witan"
"85249","wait","witan"
"85250","şatei","şatei"
"85251","şatei","saei"
"85252","şatei","saei"
"85253","wisa","wisan"
"85254","wisa","wisan"
"85255","jah","jah"
"85256","şairhwisa","şairh-wisan"
"85257","at","at"
"85258","allaim","alls"
"85259","allaim","alls"
"85260","allaim","alls"
"85261","izwis","şu"
"85262","izwis","şu"
"85263","du","du"
"85264","du","du"
"85265","du","du"
"85266","izwarai","izwar"
"85267","izwarai","izwar"
"85268","framgahtai","framgahts"
"85269","jah","jah"
"85270","fahedai","faheşs"
"85271","galaubeinais","galaubeins"
"85272","izwaraizos","izwar"
"85273","ei","ei"
"85274","<U+0195>oftuli","<U+0195>oftuli"
"85275","izwara","şu"
"85276","izwara","izwar"
"85277","izwara","izwar"
"85278","izwara","izwar"
"85279","izwara","izwar"
"85280","biauknai","bi-auknan"
"85281","in","in"
"85282","Xristau","Xristus"
"85283","Iesu","Iesus"
"85284","Iesu","Iesus"
"85285","Iesu","Iesus"
"85286","in","in"
"85287","mis","ik"
"85288","şairh","şairh"
"85289","meinana","meins"
"85290","qum","qums"
"85291","qum","qums"
"85292","aftra","aftra"
"85293","du","du"
"85294","du","du"
"85295","du","du"
"85296","izwis","şu"
"85297","izwis","şu"
"85298","<U+0195>eh","<U+0195>eh"
"85299","şatainei","şatainei"
"85300","wairşaba","wairşs"
"85301","aiwaggeljons","aiwaggeljo"
"85302","aiwaggeljons","aiwaggeljo"
"85303","aiwaggeljons","aiwaggeljo"
"85304","Xristaus","Xristus"
"85305","usmitaiş","us-mitan"
"85306","ei","ei"
"85307","jaşşe","jaşşe"
"85308","qimau","qiman"
"85309","jah","jah"
"85310","gasai<U+0195>au","ga-sai<U+0195>an"
"85311","izwis","şu"
"85312","izwis","şu"
"85313","jaşşe","jaşşe"
"85314","aljaşro","aljaşro"
"85315","gahausjau","ga-hausjan"
"85316","bi","bi"
"85317","izwis","şu"
"85318","izwis","şu"
"85319","şatei","saei"
"85320","şatei","şatei"
"85321","şatei","saei"
"85322","standiş","standan"
"85323","standiş","standan"
"85324","standiş","standan"
"85325","in","in"
"85326","ainamma","ains"
"85327","ainamma","ains"
"85328","ahmin","ahma"
"85329","ainai","ains"
"85330","ainai","ains"
"85331","saiwalai","saiwala"
"85332","samana","samana"
"85333","arbaidjandans","arbaidjan"
"85334","arbaidjandans","arbaidjan"
"85335","galaubeinai","galaubeins"
"85336","galaubeinai","galaubeins"
"85337","galaubeinai","galaubeins"
"85338","aiwaggeljons","aiwaggeljo"
"85339","aiwaggeljons","aiwaggeljo"
"85340","aiwaggeljons","aiwaggeljo"
"85341","jah","jah"
"85342","ni","ni"
"85343","in","in"
"85344","afagidai","af-agjan"
"85345","afagidai","af-agjan"
"85346","fram","fram"
"85347","fram","fram"
"85348","şaim","sa"
"85349","şaim","sa"
"85350","şaim","sa"
"85351","andastaşjam","andastaşjis"
"85352","şatei","saei"
"85353","şatei","saei"
"85354","şatei","şatei"
"85355","ist","wisan"
"85356","im","is"
"85357","im","is"
"85358","im","is"
"85359","ustaikneins","ustaikneins"
"85360","fralustais","fralusts"
"85361","iş","iş"
"85362","izwis","şu"
"85363","izwis","şu"
"85364","ganistais","ganists"
"85365","jah","jah"
"85366","şata","sa"
"85367","şata","sa"
"85368","fram","fram"
"85369","fram","fram"
"85370","guda","guş"
"85371","guda","guş"
"85372","guda","guş"
"85373","izwis","şu"
"85374","izwis","şu"
"85375","fragiban","fra-giban"
"85376","fragiban","fra-giban"
"85377","fragiban","fra-giban"
"85378","ist","wisan"
"85379","faur","faur"
"85380","faur","faur"
"85381","Xristu","Xristus"
"85382","ni","ni"
"85383","şatainei","şatainei"
"85384","du","du"
"85385","du","du"
"85386","du","du"
"85387","imma","is"
"85388","imma","is"
"85389","galaubjan","ga-laubjan"
"85390","ak","ak"
"85391","jah","jah"
"85392","şata","sa"
"85393","şata","sa"
"85394","faur","faur"
"85395","faur","faur"
"85396","ina","is"
"85397","winnan","winnan"
"85398","şo","sa"
"85399","şo","sa"
"85400","şo","sa"
"85401","samon","sama"
"85402","samon","sama"
"85403","haifst","haifsts"
"85404","habandans","haban"
"85405","habandans","haban"
"85406","şoei","saei"
"85407","şoei","saei"
"85408","şoei","saei"
"85409","gasai<U+0195>iş","ga-sai<U+0195>an"
"85410","gasai<U+0195>iş","ga-sai<U+0195>an"
"85411","gasai<U+0195>iş","ga-sai<U+0195>an"
"85412","in","in"
"85413","mis","ik"
"85414","jah","jah"
"85415","nu","nu"
"85416","nu","nu"
"85417","hauseiş","hausjan"
"85418","hauseiş","hausjan"
"85419","hauseiş","hausjan"
"85420","in","in"
"85421","mis","ik"
"85422","jabai","jabai"
"85423","<U+0195>o","<U+0195>as"
"85424","<U+0195>o","<U+0195>as"
"85425","nu","nu"
"85426","nu","nu"
"85427","gaşrafsteino","gaşrafsteins"
"85428","in","in"
"85429","Xristau","Xristus"
"85430","jabai","jabai"
"85431","<U+0195>o","<U+0195>as"
"85432","<U+0195>o","<U+0195>as"
"85433","gaşlaihte","gaşlaihts"
"85434","friaşwos","frijaşwa"
"85435","friaşwos","frijaşwa"
"85436","friaşwos","frijaşwa"
"85437","jabai","jabai"
"85438","<U+0195>o","<U+0195>as"
"85439","<U+0195>o","<U+0195>as"
"85440","gamainduşe","gamainduşs"
"85441","ahmins","ahma"
"85442","jabai","jabai"
"85443","<U+0195>o","<U+0195>as"
"85444","<U+0195>o","<U+0195>as"
"85445","mildişo","mildişa"
"85446","jah","jah"
"85447","gableişeino","gableişeins"
"85448","usfulleiş","us-fulljan"
"85449","usfulleiş","us-fulljan"
"85450","usfulleiş","us-fulljan"
"85451","meina","ik"
"85452","meina","meins"
"85453","meina","meins"
"85454","meina","meins"
"85455","meina","meins"
"85456","ei","ei"
"85457","şata","sa"
"85458","şata","sa"
"85459","samo","sama"
"85460","samo","sama"
"85461","samo","sama"
"85462","hugjaiş","hugjan"
"85463","şo","sa"
"85464","şo","sa"
"85465","şo","sa"
"85466","samon","sama"
"85467","samon","sama"
"85468","friaşwa","frijaşwa"
"85469","friaşwa","frijaşwa"
"85470","habandans","haban"
"85471","habandans","haban"
"85472","samasaiwalai","samasaiwals"
"85473","samasaiwalai","samasaiwals"
"85474","samafraşjai","samafraşjis"
"85475","samafraşjai","samafraşjis"
"85476","ni","ni"
"85477","waiht","weihan"
"85478","waiht","waiht"
"85479","waiht","waiht"
"85480","bi","bi"
"85481","haifstai","haifsts"
"85482","aişşau","aişşau"
"85483","lausai","laus"
"85484","lausai","laus"
"85485","hauheinai","hauheins"
"85486","ak","ak"
"85487","in","in"
"85488","allai","alls"
"85489","allai","alls"
"85490","hauneinai","hauneins"
"85491","gahugdais","gahugds"
"85492","anşar","anşar"
"85493","anşar","anşar"
"85494","anşar","anşar"
"85495","anşarana","anşar"
"85496","munands","munan"
"85497","munands","munan"
"85498","sis","sik"
"85499","sis","sik"
"85500","sis","sik"
"85501","auhuman","auhuma"
"85502","ni","ni"
"85503","şo","sa"
"85504","şo","sa"
"85505","şo","sa"
"85506","seina","sik"
"85507","seina","sik"
"85508","seina","sik"
"85509","seina","Seina"
"85510","seina","seins"
"85511","seina","seins"
"85512","<U+0195>arjizuh","<U+0195>arjizuh"
"85513","<U+0195>arjizuh","<U+0195>arjizuh"
"85514","mitondans","miton"
"85515","mitondans","miton"
"85516","ak","ak"
"85517","jah","jah"
"85518","şo","sa"
"85519","şo","sa"
"85520","şo","sa"
"85521","anşaraize","anşar"
"85522","anşaraize","anşar"
"85523","<U+0195>arjizuh","<U+0195>arjizuh"
"85524","<U+0195>arjizuh","<U+0195>arjizuh"
"85525","şata","sa"
"85526","şata","sa"
"85527","auk","auk"
"85528","fraşjaidau","fraşjan"
"85529","fraşjaidau","fraşjan"
"85530","in","in"
"85531","izwis","şu"
"85532","izwis","şu"
"85533","şatei","saei"
"85534","şatei","saei"
"85535","şatei","şatei"
"85536","jah","jah"
"85537","in","in"
"85538","Xristau","Xristus"
"85539","Iesu","Iesus"
"85540","Iesu","Iesus"
"85541","Iesu","Iesus"
"85542","saei","saei"
"85543","in","in"
"85544","gudaskaunein","gudaskaunei"
"85545","gudaskaunein","gudaskaunei"
"85546","wisands","wisan"
"85547","wisands","wisan"
"85548","wisands","wisan"
"85549","ni","ni"
"85550","wulwa","wulwa"
"85551","wulwa","wulwa"
"85552","rahnida","rahnjan"
"85553","rahnida","rahnjan"
"85554","rahnida","rahnjan"
"85555","rahnida","rahnjan"
"85556","rahnida","rahnjan"
"85557","rahnida","rahnjan"
"85558","rahnida","rahnjan"
"85559","wisan","wisan"
"85560","wisan","wisan"
"85561","wisan","wisan"
"85562","wisan","wisan"
"85563","wisan","wisan"
"85564","wisan","wisan"
"85565","wisan","wisan"
"85566","sik","sik"
"85567","sik","sik"
"85568","sik","sik"
"85569","galeiko","galeiks"
"85570","galeiko","galeiks"
"85571","galeiko","galeikon"
"85572","galeiko","galeikon"
"85573","galeiko","galeiks"
"85574","galeiko","galeikon"
"85575","guda","guş"
"85576","guda","guş"
"85577","guda","guş"
"85578","ak","ak"
"85579","sik","sik"
"85580","sik","sik"
"85581","sik","sik"
"85582","silban","silba"
"85583","uslausida","us-lausjan"
"85584","uslausida","us-lausjan"
"85585","uslausida","us-lausjan"
"85586","uslausida","us-lausjan"
"85587","uslausida","us-lausjan"
"85588","uslausida","us-lausjan"
"85589","uslausida","us-lausjan"
"85590","wlit","wlits"
"85591","skalkis","skalks"
"85592","nimands","niman"
"85593","in","in"
"85594","galeikja","galeiki"
"85595","galeikja","galeiki"
"85596","galeikja","galeiki"
"85597","manne","manna"
"85598","waurşans","wairşan"
"85599","jah","jah"
"85600","manaulja","manaulja"
"85601","bigitans","bi-gitan"
"85602","swe","swe"
"85603","manna","manna"
"85604","gahaunida","ga-haunjan"
"85605","gahaunida","ga-haunjan"
"85606","gahaunida","ga-haunjan"
"85607","gahaunida","ga-haunjan"
"85608","gahaunida","ga-haunjan"
"85609","gahaunida","ga-haunjan"
"85610","gahaunida","ga-haunjan"
"85611","sik","sik"
"85612","sik","sik"
"85613","sik","sik"
"85614","silban","silba"
"85615","waurşans","wairşan"
"85616","ufhausjands","uf-hausjan"
"85617","attin","atta"
"85618","und","und"
"85619","şatei","saei"
"85620","şatei","şatei"
"85621","şatei","saei"
"85622","swe","swe"
"85623","attin","atta"
"85624","barn","barn"
"85625","barn","barn"
"85626","mişskalkinoda","miş-skalkinon"
"85627","mişskalkinoda","miş-skalkinon"
"85628","mişskalkinoda","miş-skalkinon"
"85629","mişskalkinoda","miş-skalkinon"
"85630","mişskalkinoda","miş-skalkinon"
"85631","mişskalkinoda","miş-skalkinon"
"85632","mişskalkinoda","miş-skalkinon"
"85633","mişskalkinoda","miş-skalkinon"
"85634","mişskalkinoda","miş-skalkinon"
"85635","mis","ik"
"85636","in","in"
"85637","aiwaggeljon","aiwaggeljo"
"85638","aiwaggeljon","aiwaggeljo"
"85639","şanuh","şanuh"
"85640","şanuh","sah"
"85641","şanuh","şanuh"
"85642","nu","nu"
"85643","nu","nu"
"85644","wenja","wenjan"
"85645","sandjan","sandjan"
"85646","bişe","bişe"
"85647","gasai<U+0195>a","ga-sai<U+0195>an"
"85648","<U+0195>a","<U+0195>as"
"85649","<U+0195>a","<U+0195>as"
"85650","bi","bi"
"85651","mik","ik"
"85652","ist","wisan"
"85653","suns","suns"
"85654","aşşan","aşşan"
"85655","gatraua","ga-trauan"
"85656","in","in"
"85657","fraujin","frauja"
"85658","şammei","saei"
"85659","şammei","saei"
"85660","jah","jah"
"85661","silba","silba"
"85662","sprauto","sprauto"
"85663","qima","qiman"
"85664","aşşan","aşşan"
"85665","şarb","şarbs"
"85666","şarb","şarbs"
"85667","munda","munan"
"85668","munda","munan"
"85669","munda","munan"
"85670","munda","munan"
"85671","munda","munan"
"85672","munda","munan"
"85673","munda","munan"
"85674","Aipafraudeitu","Aipafraudeitus"
"85675","broşar","broşar"
"85676","broşar","broşar"
"85677","broşar","broşar"
"85678","jah","jah"
"85679","gawaurstwan","gawaurstwa"
"85680","jah","jah"
"85681","gahlaiban","gahlaiba"
"85682","gahlaiban","gahlaifs"
"85683","meinana","meins"
"85684","iş","iş"
"85685","izwarana","izwar"
"85686","apaustulu","apaustaulus"
"85687","apaustulu","apaustaulus"
"85688","jah","jah"
"85689","andbaht","andbahts"
"85690","andbaht","andbahts"
"85691","şaurftais","şaurfts"
"85692","meinaizos","meins"
"85693","sandjan","sandjan"
"85694","du","du"
"85695","du","du"
"85696","du","du"
"85697","izwis","şu"
"85698","izwis","şu"
"85699","in","in"
"85700","şize","sa"
"85701","şize","sa"
"85702","hausideduş","hausjan"
"85703","ina","is"
"85704","siukan","siukan"
"85705","siukan","siuks"
"85706","unte","unte"
"85707","gairnjands","gairnjan"
"85708","was","wisan"
"85709","was","wisan"
"85710","was","wisan"
"85711","was","wisan"
"85712","was","wisan"
"85713","was","wisan"
"85714","allaize","alls"
"85715","allaize","alls"
"85716","izwara","izwar"
"85717","izwara","şu"
"85718","izwara","izwar"
"85719","izwara","izwar"
"85720","izwara","izwar"
"85721","jah","jah"
"85722","unwunands","unwunands"
"85723","in","in"
"85724","şizei","saei"
"85725","şizei","saei"
"85726","hausideduş","hausjan"
"85727","ina","is"
"85728","siukan","siuks"
"85729","siukan","siukan"
"85730","jah","jah"
"85731","auk","auk"
"85732","siuks","siuks"
"85733","was","wisan"
"85734","was","wisan"
"85735","was","wisan"
"85736","was","wisan"
"85737","was","wisan"
"85738","was","wisan"
"85739","ne<U+0195>a","ne<U+0195>a"
"85740","dauşau","dauşus"
"85741","dauşau","dauşus"
"85742","dauşau","dauşus"
"85743","akei","akei"
"85744","guş","guş"
"85745","guş","guş"
"85746","guş","guş"
"85747","ina","is"
"85748","gaarmaida","ga-arman"
"85749","gaarmaida","ga-arman"
"85750","gaarmaida","ga-arman"
"85751","gaarmaida","ga-arman"
"85752","gaarmaida","ga-arman"
"85753","gaarmaida","ga-arman"
"85754","gaarmaida","ga-arman"
"85755","aşşan","aşşan"
"85756","ni","ni"
"85757","şatainei","şatainei"
"85758","ina","is"
"85759","ak","ak"
"85760","jah","jah"
"85761","mik","ik"
"85762","ei","ei"
"85763","gaurein","gaurei"
"85764","gaurein","gaurei"
"85765","ana","ana"
"85766","ana","ana"
"85767","gaurein","gaurei"
"85768","gaurein","gaurei"
"85769","ni","ni"
"85770","habau","haban"
"85771","jah","jah"
"85772","auk","auk"
"85773","siuks","siuks"
"85774","was","wisan"
"85775","was","wisan"
"85776","was","wisan"
"85777","was","wisan"
"85778","was","wisan"
"85779","was","wisan"
"85780","ne<U+0195>a","ne<U+0195>a"
"85781","dauşau","dauşus"
"85782","dauşau","dauşus"
"85783","dauşau","dauşus"
"85784","akei","akei"
"85785","guş","guş"
"85786","guş","guş"
"85787","guş","guş"
"85788","ina","is"
"85789","gaarmaida","ga-arman"
"85790","gaarmaida","ga-arman"
"85791","gaarmaida","ga-arman"
"85792","gaarmaida","ga-arman"
"85793","gaarmaida","ga-arman"
"85794","gaarmaida","ga-arman"
"85795","gaarmaida","ga-arman"
"85796","aşşan","aşşan"
"85797","ni","ni"
"85798","şatainei","şatainei"
"85799","ina","is"
"85800","ak","ak"
"85801","jah","jah"
"85802","mik","ik"
"85803","ei","ei"
"85804","gaurein","gaurei"
"85805","gaurein","gaurei"
"85806","ana","ana"
"85807","ana","ana"
"85808","gaurein","gaurei"
"85809","gaurein","gaurei"
"85810","ni","ni"
"85811","habau","haban"
"85812","sniumundos","sniumundos"
"85813","nu","nu"
"85814","nu","nu"
"85815","insandida","in-sandjan"
"85816","insandida","in-sandjan"
"85817","insandida","in-sandjan"
"85818","insandida","in-sandjan"
"85819","insandida","in-sandjan"
"85820","insandida","in-sandjan"
"85821","insandida","in-sandjan"
"85822","ina","is"
"85823","ei","ei"
"85824","gasai<U+0195>andans","ga-sai<U+0195>an"
"85825","gasai<U+0195>andans","ga-sai<U+0195>an"
"85826","ina","is"
"85827","aftra","aftra"
"85828","faginoş","faginon"
"85829","faginoş","faginon"
"85830","faginoş","faginon"
"85831","faginoş","faginon"
"85832","faginoş","faginon"
"85833","faginoş","faginon"
"85834","jah","jah"
"85835","ik","ik"
"85836","hlasoza","hlas"
"85837","sijau","wisan"
"85838","ufkunnands","uf-kunnan"
"85839","<U+0195>a","<U+0195>as"
"85840","<U+0195>a","<U+0195>as"
"85841","bi","bi"
"85842","izwis","şu"
"85843","izwis","şu"
"85844","ist","wisan"
"85845","sniumundos","sniumundos"
"85846","nu","nu"
"85847","nu","nu"
"85848","insandida","in-sandjan"
"85849","insandida","in-sandjan"
"85850","insandida","in-sandjan"
"85851","insandida","in-sandjan"
"85852","insandida","in-sandjan"
"85853","insandida","in-sandjan"
"85854","insandida","in-sandjan"
"85855","ina","is"
"85856","ei","ei"
"85857","gasai<U+0195>andans","ga-sai<U+0195>an"
"85858","gasai<U+0195>andans","ga-sai<U+0195>an"
"85859","ina","is"
"85860","aftra","aftra"
"85861","faginoş","faginon"
"85862","faginoş","faginon"
"85863","faginoş","faginon"
"85864","faginoş","faginon"
"85865","faginoş","faginon"
"85866","faginoş","faginon"
"85867","jah","jah"
"85868","ik","ik"
"85869","hlasoza","hlas"
"85870","sijau","wisan"
"85871","ufkunnands","uf-kunnan"
"85872","<U+0195>a","<U+0195>as"
"85873","<U+0195>a","<U+0195>as"
"85874","bi","bi"
"85875","izwis","şu"
"85876","izwis","şu"
"85877","ist","wisan"
"85878","andnimaiş","and-niman"
"85879","nu","nu"
"85880","nu","nu"
"85881","ina","is"
"85882","in","in"
"85883","fraujin","frauja"
"85884","miş","miş"
"85885","allai","alls"
"85886","allai","alls"
"85887","fahedai","faheşs"
"85888","jah","jah"
"85889","şans","sa"
"85890","swaleikans","swaleiks"
"85891","swerans","swers"
"85892","swerans","swers"
"85893","swerans","swers"
"85894","habaiş","haban"
"85895","habaiş","haban"
"85896","habaiş","haban"
"85897","habaiş","haban"
"85898","habaiş","haban"
"85899","habaiş","haban"
"85900","andnimaiş","and-niman"
"85901","nu","nu"
"85902","nu","nu"
"85903","ina","is"
"85904","in","in"
"85905","fraujin","frauja"
"85906","miş","miş"
"85907","allai","alls"
"85908","allai","alls"
"85909","fahedai","faheşs"
"85910","jah","jah"
"85911","şans","sa"
"85912","swaleikans","swaleiks"
"85913","swerans","swers"
"85914","swerans","swers"
"85915","swerans","swers"
"85916","habaiş","haban"
"85917","habaiş","haban"
"85918","habaiş","haban"
"85919","habaiş","haban"
"85920","habaiş","haban"
"85921","habaiş","haban"
"85922","unte","unte"
"85923","in","in"
"85924","waurstwis","waurstw"
"85925","Xristaus","Xristus"
"85926","und","und"
"85927","dauşu","dauşus"
"85928","dauşu","dauşus"
"85929","atne<U+0195>ida","at-ne<U+0195>jan"
"85930","atne<U+0195>ida","at-ne<U+0195>jan"
"85931","atne<U+0195>ida","at-ne<U+0195>jan"
"85932","atne<U+0195>ida","at-ne<U+0195>jan"
"85933","atne<U+0195>ida","at-ne<U+0195>jan"
"85934","atne<U+0195>ida","at-ne<U+0195>jan"
"85935","atne<U+0195>ida","at-ne<U+0195>jan"
"85936","ufarmunnonds","ufar-munnon"
"85937","saiwalai","saiwala"
"85938","seinai","Seina"
"85939","seinai","seins"
"85940","ei","ei"
"85941","usfullidedi","us-fulljan"
"85942","izwar","izwar"
"85943","izwar","izwar"
"85944","izwar","izwar"
"85945","gaidw","gaidw"
"85946","gaidw","gaidw"
"85947","bi","bi"
"85948","mein","meins"
"85949","mein","meins"
"85950","andbahti","andbahti"
"85951","andbahti","andbahti"
"85952","unte","unte"
"85953","in","in"
"85954","waurstwis","waurstw"
"85955","Xristaus","Xristus"
"85956","und","und"
"85957","dauşu","dauşus"
"85958","dauşu","dauşus"
"85959","atne<U+0195>ida","at-ne<U+0195>jan"
"85960","atne<U+0195>ida","at-ne<U+0195>jan"
"85961","atne<U+0195>ida","at-ne<U+0195>jan"
"85962","atne<U+0195>ida","at-ne<U+0195>jan"
"85963","atne<U+0195>ida","at-ne<U+0195>jan"
"85964","atne<U+0195>ida","at-ne<U+0195>jan"
"85965","atne<U+0195>ida","at-ne<U+0195>jan"
"85966","ufarmunnonds","ufar-munnon"
"85967","saiwalai","saiwala"
"85968","seinai","Seina"
"85969","seinai","seins"
"85970","ei","ei"
"85971","usfullidedi","us-fulljan"
"85972","izwar","izwar"
"85973","izwar","izwar"
"85974","izwar","izwar"
"85975","gaidw","gaidw"
"85976","gaidw","gaidw"
"85977","bi","bi"
"85978","mein","meins"
"85979","mein","meins"
"85980","andbahti","andbahti"
"85981","andbahti","andbahti"
"85982","şata","sa"
"85983","şata","sa"
"85984","anşar","anşar"
"85985","anşar","anşar"
"85986","anşar","anşar"
"85987","broşrjus","broşar"
"85988","meinai","meins"
"85989","meinai","meins"
"85990","faginoş","faginon"
"85991","faginoş","faginon"
"85992","faginoş","faginon"
"85993","faginoş","faginon"
"85994","faginoş","faginon"
"85995","faginoş","faginon"
"85996","in","in"
"85997","fraujin","frauja"
"85998","şo","sa"
"85999","şo","sa"
"86000","şo","sa"
"86001","samona","sama"
"86002","samona","sama"
"86003","izwis","şu"
"86004","izwis","şu"
"86005","meljan","meljan"
"86006","mis","ik"
"86007","sweşauh","sweşauh"
"86008","ni","ni"
"86009","latei","latei"
"86010","latei","latjan"
"86011","iş","iş"
"86012","izwis","şu"
"86013","izwis","şu"
"86014","şwastişa","şwastişa"
"86015","şwastişa","şwastişa"
"86016","şata","sa"
"86017","şata","sa"
"86018","anşar","anşar"
"86019","anşar","anşar"
"86020","anşar","anşar"
"86021","broşrjus","broşar"
"86022","meinai","meins"
"86023","meinai","meins"
"86024","faginoş","faginon"
"86025","faginoş","faginon"
"86026","faginoş","faginon"
"86027","faginoş","faginon"
"86028","faginoş","faginon"
"86029","faginoş","faginon"
"86030","in","in"
"86031","fraujin","frauja"
"86032","şo","sa"
"86033","şo","sa"
"86034","şo","sa"
"86035","samona","sama"
"86036","samona","sama"
"86037","izwis","şu"
"86038","izwis","şu"
"86039","meljan","meljan"
"86040","mis","ik"
"86041","sweşauh","sweşauh"
"86042","ni","ni"
"86043","latei","latei"
"86044","latei","latjan"
"86045","iş","iş"
"86046","izwis","şu"
"86047","izwis","şu"
"86048","şwastişa","şwastişa"
"86049","şwastişa","şwastişa"
"86050","sai<U+0195>iş","sai<U+0195>an"
"86051","sai<U+0195>iş","sai<U+0195>an"
"86052","sai<U+0195>iş","sai<U+0195>an"
"86053","şans","sa"
"86054","hundans","hunds"
"86055","sai<U+0195>iş","sai<U+0195>an"
"86056","sai<U+0195>iş","sai<U+0195>an"
"86057","sai<U+0195>iş","sai<U+0195>an"
"86058","şans","sa"
"86059","ubilans","ubils"
"86060","ubilans","ubils"
"86061","ubilans","ubils"
"86062","waurstwjans","waurstwja"
"86063","waurstwjans","waurstwja"
"86064","sai<U+0195>iş","sai<U+0195>an"
"86065","sai<U+0195>iş","sai<U+0195>an"
"86066","sai<U+0195>iş","sai<U+0195>an"
"86067","şo","sa"
"86068","şo","sa"
"86069","şo","sa"
"86070","gamaitanon","ga-maitan"
"86071","gamaitanon","ga-maitan"
"86072","sai<U+0195>iş","sai<U+0195>an"
"86073","sai<U+0195>iş","sai<U+0195>an"
"86074","sai<U+0195>iş","sai<U+0195>an"
"86075","şans","sa"
"86076","hundans","hunds"
"86077","sai<U+0195>iş","sai<U+0195>an"
"86078","sai<U+0195>iş","sai<U+0195>an"
"86079","sai<U+0195>iş","sai<U+0195>an"
"86080","şans","sa"
"86081","ubilans","ubils"
"86082","ubilans","ubils"
"86083","ubilans","ubils"
"86084","waurstwjans","waurstwja"
"86085","waurstwjans","waurstwja"
"86086","sai<U+0195>iş","sai<U+0195>an"
"86087","sai<U+0195>iş","sai<U+0195>an"
"86088","sai<U+0195>iş","sai<U+0195>an"
"86089","şo","sa"
"86090","şo","sa"
"86091","şo","sa"
"86092","gamaitanon","ga-maitan"
"86093","gamaitanon","ga-maitan"
"86094","aşşan","aşşan"
"86095","weis","ik"
